ID,Name,Owner,Controler,Religion,Culture
2400,Hsipaw,HSE,BNG,buddhism,shan
2401,Mong Pai,HSE,BNG,buddhism,karen
2402,Sandoway,ARK,ARK,buddhism,arakanese
2403,Moulmein,AYU,AYU,buddhism,mon
2404,Mergui,AYU,MLC,buddhism,mon
2405,Bender,TEU,TEU,catholic,romanian
2406,Ingil,TEU,TEU,catholic,ruthenian
2407,Pereyaslav,TEU,TEU,catholic,ruthenian
2408,Yelets,TEU,TEU,catholic,mishary
2409,Bahmut,TEU,TEU,catholic,mishary
2410,Theodoro,CRI,CRI,sunni,goths
2411,Mansur,CRI,CRI,sunni,crimean
2412,Kyzyl-Yar,CRI,CRI,sunni,crimean
2413,Tyn,CRI,CRI,sunni,crimean
2414,Azaraba,CRI,CRI,sunni,crimean
2415,Etkara,CRI,CRI,sunni,mishary
2416,Majar,CRI,CRI,sunni,astrakhani
2417,Kuma,CRI,CRI,sunni,astrakhani
2418,Ukek,CRI,CRI,sunni,astrakhani
2419,Kanadey,TEU,TEU,catholic,kazani
2420,Agyidel,BSH,BSH,sunni,bashkir
2421,Juketau,CRI,CRI,sunni,kazani
2422,Veda-Suvar,TEU,TEU,catholic,kazani
2423,Alatyr,TEU,TEU,catholic,russian
2424,Peremyshl,TEU,TEU,catholic,ruthenian
2425,Nenets,NONE,NONE,NONE,NONE
2426,Yamal,NONE,NONE,NONE,NONE
2427,Ostyaki,OIR,OIR,tengri_pagan_reformed,ostyaki
2428,Yugan,OIR,OIR,sunni,ostyaki
2429,Agan,OIR,OIR,tengri_pagan_reformed,ostyaki
2430,Baykha,NONE,NONE,tengri_pagan_reformed,samoyed
2431,Uchamin,NONE,NONE,tengri_pagan_reformed,tungus
2432,Chulym,NONE,NONE,tengri_pagan_reformed,tungus
2433,Vah,OIR,OIR,tengri_pagan_reformed,ostyaki
2434,Barnaul,CHG,CHG,tengri_pagan_reformed,kirgiz
2435,Nukhtui,NONE,NONE,tengri_pagan_reformed,yakut
2436,Chuna,NONE,NONE,tengri_pagan_reformed,tungus
2437,Seganka,NONE,NONE,tengri_pagan_reformed,tungus
2438,Kharya,NONE,NONE,tengri_pagan_reformed,yakut
2439,Yarmanka,NONE,NONE,tengri_pagan_reformed,yukagyr
2440,Kagyrgyn,CHV,CHV,tengri_pagan_reformed,kamchatkan
2441,Iglino,NOG,NOG,sunni,siberian
2442,Ust-Kut,NONE,NONE,tengri_pagan_reformed,buryat
2443,Kan,NONE,NONE,tengri_pagan_reformed,buryat
2444,Bashgird,CRI,CRI,sunni,bashkir
2445,Mangazea,NONE,NONE,tengri_pagan_reformed,samoyed
2446,Chara,NONE,NONE,tengri_pagan_reformed,buryat
2447,Matrega,CRI,CRI,sunni,pontic_greek
2448,Fezzan,TUN,TUN,sunni,tunisian
2449,Jufra,TUN,TUN,sunni,tunisian
2450,Ghadames,TUN,TUN,sunni,tunisian
2451,Thubaqt,TUN,TUN,sunni,tunisian
2452,Zuwarah,TUN,TUN,ibadi,tunisian
2453,Sfax,TUN,TUN,sunni,tunisian
2454,Kef,TUN,TUN,sunni,tunisian
2455,Bizerte,TUN,TUN,sunni,tunisian
2456,Touggourt,TUN,TUN,sunni,algerian
2457,Mzab,TUN,TUN,ibadi,berber
2458,Hodna,TUN,TUN,sunni,algerian
2459,Titteri,TUN,TUN,sunni,algerian
2460,Saoura,TUN,TUN,sunni,moroccan
2461,Dahra,TUN,TUN,sunni,algerian
2462,Ouarsenis,TUN,TUN,sunni,berber
2463,Kasdir,TUN,TUN,sunni,berber
2464,Ouarzazate,TUN,TUN,sunni,berber
2465,Oujda,TUN,TUN,sunni,berber
2466,Draa,TUN,TUN,sunni,moroccan
2467,Meknes,CAS,CAS,catholic,moroccan
2468,Tadla,MOR,MOR,sunni,moroccan
2469,Dukkala,MOR,MOR,sunni,moroccan
2470,Haha,MOR,MOR,sunni,berber
2471,Chott el-Jerid,NONE,NONE,NONE,NONE
2472,Ouargla,TUN,TUN,sunni,berber
2473,Sousse,TUN,TUN,sunni,tunisian
2474,Tajarhi,TUN,TUN,sunni,tuareg
2475,Djado,TUN,TUN,sunni,tuareg
2476,Kuumeyay,ZNI,ZNI,totemism,piman
2477,Ukom'nom,NONE,NONE,totemism,chinook
2478,Tachi,NONE,NONE,totemism,yokuts
2479,Maidu,NONE,NONE,totemism,yokuts
2480,Shasta,NONE,NONE,totemism,chinook
2481,Maqlaqs,NONE,NONE,totemism,chinook
2482,Kalapuya,NONE,NONE,totemism,chinook
2483,Umatalum,NONE,NONE,totemism,chinook
2484,Aqokulo,NONE,NONE,totemism,salish
2485,Kwaiailk,NONE,NONE,totemism,salish
2486,Mamatchatpam,NONE,NONE,totemism,salish
2487,Sqeliz,NONE,NONE,totemism,salish
2488,Palus,NONE,NONE,totemism,salish
2489,Boho'inee,NONE,NONE,totemism,shoshone
2490,Kusiutta,NONE,NONE,totemism,shoshone
2491,Hwalbay,ZNI,ZNI,totemism,piman
2492,Bedonkohe,ZNI,ZNI,totemism,apache
2493,Hopituh,ZNI,ZNI,totemism,pueblo
2494,Shiwinna,ZNI,ZNI,totemism,pueblo
2495,Aa'ku,ACO,ACO,totemism,pueblo
2496,Saldindé,ISL,ISL,totemism,mescalero
2497,Tsès Sembai,NONE,NONE,totemism,lipan
2498,Tahuundé,NONE,NONE,totemism,mescalero
2499,Coahuilteco,NONE,NONE,totemism,lipan
2500,Tel Kondaha,NONE,NONE,totemism,lipan
2501,Piikani,NONE,NONE,totemism,blackfoot
2502,Haaninin,NONE,NONE,totemism,blackfoot
2503,Ashshipite,NONE,NONE,totemism,kiowa
2504,Eeelalapito,KIO,KIO,totemism,kiowa
2505,Tsetsehesahese,NONE,NONE,totemism,pawnee
2506,Kuccuntikka,NONE,NONE,totemism,shoshone
2507,Baachinena,NONE,NONE,totemism,wichita
2508,Skiri,NONE,NONE,totemism,pawnee
2509,Utsetha,F00,F00,totemism,wichita
2510,Hiraaca,NONE,NONE,totemism,arapaho
2511,Itscheabine,NONE,NONE,totemism,nakota
2512,Wahpekute,SIO,SIO,totemism,dakota
2513,Moingwena,NONE,NONE,totemism,illini
2514,Mishigamaw,NONE,NONE,totemism,illini
2515,Satuskhdin,F00,F00,totemism,yoron
2516,Adai,NTC,NTC,totemism,caddo
2517,Bdewekhantunwan,NONE,NONE,totemism,dakota
2518,La Pointe,OTT,OTT,totemism,anishinabe
2519,Kilatika,MMI,MMI,totemism,miami
2520,Mengkonkia,OSA,OSA,totemism,osage
2521,Saginawe,HUR,HUR,totemism,anishinabe
2522,Mascouten,HUR,HUR,totemism,mesquakie
2523,Piankeshaw,KSP,KSP,totemism,shawnee
2524,Waapi-nipi,NONE,NONE,totemism,osage
2525,Chalahgawtha,ERI,ERI,totemism,tionontate
2526,Shatteras,NONE,NONE,totemism,shawnee
2527,Atali,SAT,SAT,totemism,creek
2528,Yazoo,QUI,QUI,totemism,natchez
2529,Natchez,CHO,CHO,totemism,natchez
2530,Taneks-Haya,ATA,ATA,totemism,choctaw
2531,Abihka,ABI,ABI,totemism,creek
2532,Mabila,ATA,ATA,totemism,choctaw
2533,Chatot,COW,COW,totemism,creek
2534,Yustaga,ICH,ICH,totemism,yamasee
2535,Calusa,ICH,ICH,totemism,yamasee
2536,Mayaimi,ICH,ICH,totemism,arawak
2537,Ichisi,ICH,ICH,totemism,yamasee
2538,Ocute,ALT,ALT,totemism,yamasee
2539,Mocama,ICH,ICH,totemism,yamasee
2540,Etowah,ETO,ETO,totemism,creek
2541,Saluda,ALT,ALT,totemism,cherokee
2542,Cusabo,ALT,ALT,totemism,catawba
2543,Waccamaw,NONE,NONE,totemism,catawba
2544,Yadkin,CHO,CHO,totemism,catawba
2545,Waxhaw,TSC,TSC,totemism,iroquois
2546,Chicora,DAN,DAN,protestant,danish
2547,Roanoke,POW,POW,totemism,powhatan
2548,Tutelo,NONE,NONE,totemism,yuchi
2549,Moratok,NONE,NONE,totemism,powhatan
2550,Rappahannock,POW,POW,totemism,powhatan
2551,Calicula,NONE,NONE,totemism,shawnee
2552,Manahoac,NONE,NONE,totemism,susquehannock
2553,Patawomac,NONE,NONE,totemism,susquehannock
2554,Nentego,C02,C02,totemism,powhatan
2555,Honniasont,NONE,NONE,totemism,tionontate
2556,Onojutta,NONE,NONE,totemism,susquehannock
2557,Atrakwaye,NONE,NONE,totemism,susquehannock
2558,Espachomy,C02,C02,totemism,delaware
2559,Tekontaroken,IRO,IRO,totemism,iroquois
2560,Quiripi,MAH,MAH,totemism,mahican
2561,Wampanoag,C02,C02,totemism,massachusset
2562,Penakuk,C02,C02,totemism,massachusset
2563,Missiasik,NONE,NONE,totemism,abenaki
2564,Sokoki,NONE,NONE,totemism,abenaki
2565,Kinnipekw,DAN,DAN,totemism,abenaki
2566,Peskotomuhkati,DAN,DAN,protestant,danish
2567,Tobique,DAN,DAN,totemism,maliseet
2568,Gespogoitnag,C01,C01,totemism,laurentian
2569,Eskikeogag,NONE,NONE,totemism,mikmaq
2570,Wolastoqiyik,C01,C01,protestant,danish
2571,Madawaska,NONE,NONE,totemism,maliseet
2572,Sigenigteogag,C01,C01,totemism,mikmaq
2573,Placentia,C01,C01,protestant,danish
2574,Sikumiut,NONE,NONE,totemism,inuit
2575,Naskapi,NONE,NONE,totemism,innu
2576,Ekuanitshu,C01,C01,totemism,innu
2577,Pessamu,NONE,NONE,totemism,innu
2578,Notiskuan,C01,C01,protestant,danish
2579,Pekuakamiulnuatsh,NONE,NONE,totemism,innu
2580,Atikamekw,NONE,NONE,totemism,algonquin
2581,Timiskaming,NONE,NONE,totemism,algonquin
2582,Animouski,C01,C01,protestant,danish
2583,Kikonteku,NONE,NONE,totemism,laurentian
2584,Masoliantekw,NONE,NONE,totemism,laurentian
2585,Arendaronon,HUR,HUR,totemism,huron
2586,Tionontate,HUR,HUR,totemism,tionontate
2587,Odawa,NONE,NONE,totemism,anishinabe
2588,Piscatang,NONE,NONE,totemism,cree
2589,Kesagami,NONE,NONE,totemism,cree
2590,Shaggami,NONE,NONE,totemism,cree
2591,Outoulibi,NONE,NONE,totemism,cree
2592,Maskekowak,NONE,NONE,totemism,cree
2593,Wappus,NONE,NONE,totemism,bungi
2594,Quennebigonhelini,NAK,NAK,totemism,bungi
2595,Kes-ye-hot'inne,NONE,NONE,totemism,chipewyan
2596,Mahmikiwiniyak,NONE,NONE,totemism,plains_cree
2597,Sipiwininiwak,NEH,NEH,totemism,plains_cree
2598,Ye Xa Yabine,NONE,NONE,totemism,blackfoot
2599,Ayabaskawiiniwak,NONE,NONE,totemism,chipewyan
2600,Nihithawak,NONE,NONE,totemism,chipewyan
2601,Dane-zaa,NONE,NONE,totemism,athabascan
2602,Siksikawa,NONE,NONE,totemism,blackfoot
2603,Tsek'ene,NONE,NONE,totemism,athabascan
2604,Dakelh,NONE,NONE,totemism,athabascan
2605,Secwepemc,NONE,NONE,totemism,athabascan
2606,Tsilhoqot'in,NONE,NONE,totemism,athabascan
2607,Syilkx,NONE,NONE,totemism,salish
2608,Rocky Mountains,NONE,NONE,NONE,NONE
2609,Nisga'a,NONE,NONE,totemism,chinook
2610,Heiltsuk,NONE,NONE,totemism,salish
2611,Kodiak,NONE,NONE,totemism,aleutian
2612,Eyak,HDA,HDA,totemism,haida
2613,Sitka,NONE,NONE,totemism,haida
2614,Cotoname,NONE,NONE,animism,chichimecan
2615,Guamares,NONE,NONE,animism,guamares
2616,Seri,NONE,NONE,totemism,piman
2617,Huichol,TON,TON,nahuatl,tepic
2618,Toboso,NONE,NONE,animism,chichimecan
2619,Laguneros,NONE,NONE,animism,chichimecan
2620,Nakipa,NONE,NONE,totemism,piman
2621,Tizapan,TON,TON,nahuatl,tepic
2622,Cuitzeo,TAR,TAR,nahuatl,purepecha
2623,Cutzamala,TAR,TAR,nahuatl,matlatzinca
2624,Patzcuaro,TAR,TAR,nahuatl,purepecha
2625,Hinonoeino,ISL,ISL,totemism,wichita
2626,Tullucan,MAT,MAT,nahuatl,matlatzinca
2627,Cihuatlan,AZT,AZT,nahuatl,tlapanec
2628,Tepeacac,TEO,TEO,nahuatl,aztek
2629,Coyolapan,MIX,MIX,nahuatl,mixtec
2630,Tochtepec,YOK,YOK,mesoamerican_religion,chontales
2631,Mixe,YOK,YOK,mesoamerican_religion,chontales
2632,Xicallanco,YOK,YOK,mesoamerican_religion,chontales
2633,Ceh Pech,XIU,XIU,mesoamerican_religion,yucatec
2634,Uaymil,CTM,CTM,mesoamerican_religion,yucatec
2635,Lacandon,LAC,LAC,mesoamerican_religion,lacandon
2636,Chacujal,KAQ,KAQ,mesoamerican_religion,highland_mayan
2637,Chortli,CHT,CHT,mesoamerican_religion,highland_mayan
2638,Xoconochco,LAC,LAC,mesoamerican_religion,zapotek
2639,Raritan,C02,C02,totemism,delaware
2640,Lenca,CHT,CHT,animism,miskito
2641,Tziccoac,HST,HST,mesoamerican_religion,wastek
2642,Metztitlan,HST,HST,nahuatl,otomi
2643,Apatzingan,CLM,CLM,nahuatl,purepecha
2644,Cholula,TLX,TLX,nahuatl,aztek
2645,Teloloapan,AZT,AZT,nahuatl,aztek
2646,Coixtlahuacan,COI,COI,nahuatl,mixtec
2647,Cuetlaxtlan,YOK,YOK,mesoamerican_religion,totonac
2648,Yopitzinco,AZT,AZT,nahuatl,tlapanec
2649,Tehuantepec,LAC,LAC,mesoamerican_religion,zapotek
2650,Champutun,CNP,CNP,mesoamerican_religion,yucatec
2651,Ah Canul,XIU,XIU,mesoamerican_religion,yucatec
2652,Ecab,COC,COC,mesoamerican_religion,yucatec
2653,Iximché,KAQ,KAQ,mesoamerican_religion,highland_mayan
2654,Baracoa,C00,C00,catholic,castillian
2655,Bayamo,C00,C00,catholic,castillian
2656,Camaguey,C00,C00,catholic,castillian
2657,Colima,CLM,CLM,nahuatl,tecos
2658,Maguana,C00,C00,catholic,castillian
2659,Magua,C00,C00,catholic,castillian
2660,Managua,NONE,NONE,animism,miskito
2661,Uluas,NONE,NONE,animism,miskito
2662,Olancho,NONE,NONE,animism,miskito
2663,Nicoya,NONE,NONE,animism,muisca
2664,Veraguas,NONE,NONE,animism,muisca
2665,Eyeish,HNI,HNI,totemism,caddo
2666,Tuintsundé,NONE,NONE,totemism,lipan
2667,Cacaxtes,NONE,NONE,totemism,lipan
2668,Borrado,NONE,NONE,totemism,wastek
2669,Hasinai,NTC,NTC,totemism,caddo
2670,Tahontaenrat,HUR,HUR,totemism,huron
2671,Missisage,NONE,NONE,totemism,anishinabe
2672,Kitkehaki,NONE,NONE,totemism,pawnee
2673,Pasai,PSA,PSA,sunni,acehnese
2674,Peureulak,PSA,PSA,sunni,acehnese
2675,Rokan,PSA,PSA,sunni,sumatran
2676,Indragiri,MLC,MLC,sunni,sumatran
2677,Jambi,MLC,MLC,sunni,sumatran
2678,Bangka,LFA,LFA,hinduism,sumatran
2679,Belitung,NONE,NONE,hinduism,sumatran
2680,Muko-Muko,PGR,PGR,hinduism,sumatran
2681,Pagarruyung,PGR,PGR,buddhism,sumatran
2682,Pariaman,PGR,PGR,buddhism,sumatran
2683,Mentawai,NONE,NONE,hinduism,sumatran
2684,Nias,NONE,NONE,hinduism,sumatran
2685,Gayo,PSA,PSA,sunni,acehnese
2686,Bintan,MLC,MLC,sunni,malayan
2687,Pakuan,SUN,SUN,hinduism,sundanese
2688,Sumedang,SUN,SUN,hinduism,sundanese
2689,Pekalongan,SUN,SUN,hinduism,javanese
2690,Kotagede,SUN,SUN,hinduism,javanese
2691,Kediri,SUN,SUN,hinduism,javanese
2692,Madura,MAJ,MAJ,hinduism,javanese
2693,Lombok,BLI,BLI,hinduism,javanese
2694,Gangneung,KOR,KOR,confucianism,korean
2695,East Timor,NONE,NONE,animism,nusa_tenggara
2696,Yamdena,NONE,NONE,animism,moluccan
2697,Tondo,TDO,TDO,hinduism,filipino
2698,Pangasinan,TDO,TDO,hinduism,filipino
2699,Bikol,NONE,NONE,animism,filipino
2700,Panay,MAS,MAS,hinduism,filipino
2701,Tagloc,NONE,NONE,animism,filipino
2702,Butuan,BTU,BTU,animism,filipino
2703,Lehad Datu,BEI,BEI,sunni,bornean
2704,Sibu,BEI,BEI,sunni,bornean
2705,Sigalang,BEI,BEI,sunni,bornean
2706,Katapang,NONE,NONE,hinduism,bornean
2707,Barito,KUT,KUT,hinduism,bornean
2708,Sampit,NONE,NONE,hinduism,bornean
2709,Tarakan,BEI,BEI,hinduism,bornean
2710,Sambaliung,BEI,BEI,hinduism,bornean
2711,Bulungan,BEU,BEU,hinduism,bornean
2712,Samarinda,KUT,KUT,hinduism,bornean
2713,Gorontalo,NONE,NONE,animism,sulawesi
2714,Palu,NONE,NONE,animism,sulawesi
2715,Palopo,BNE,BNE,animism,sulawesi
2716,Buton,BTN,BTN,animism,sulawesi
2717,Sula,NONE,NONE,animism,moluccan
2718,Fak-Fak,NONE,NONE,animism,papuan
2719,Madang,NONE,NONE,animism,papuan
2720,Lae,NONE,NONE,animism,papuan
2721,Kerema,NONE,NONE,animism,papuan
2722,Daru,NONE,NONE,animism,papuan
2723,Yos Sudarso,NONE,NONE,animism,papuan
2724,Asmat,NONE,NONE,animism,papuan
2725,Aru,NONE,NONE,animism,moluccan
2726,Malgana,NONE,NONE,dreamtime,nyoongah
2727,Minang,NONE,NONE,dreamtime,nyoongah
2728,Tiwi,NONE,NONE,dreamtime,gunwinyguan
2729,Yolngu,TIW,TIW,dreamtime,gunwinyguan
2730,Awngthim,YNU,YNU,dreamtime,paman
2731,Guugu Yimithirr,NONE,NONE,dreamtime,paman
2732,Wulgurukaba,NONE,NONE,dreamtime,paman
2733,Baiali,NONE,NONE,dreamtime,paman
2734,Yuin,NONE,NONE,dreamtime,aboriginal
2735,Gunditjmara,NONE,NONE,dreamtime,kulin
2736,Nukunu,PLW,PLW,dreamtime,palawa
2737,Wairarapa,TAK,TAK,animism,maori
2738,Te Tau Ihu,WAI,WAI,animism,maori
2739,Waikato,TAN,TAN,animism,maori
2740,Borneo,NONE,NONE,NONE,NONE
2741,Jeju,KOR,KOR,confucianism,korean
2742,Yukjin,KOR,KOR,confucianism,korean
2743,Gyeongseong,KOR,KOR,confucianism,korean
2744,Yeongbyeon,KOR,KOR,confucianism,korean
2745,Gyeongju,KOR,KOR,confucianism,korean
2746,Vidin,RUM,RUM,orthodox,bulgarian
2747,Khara Narin Ula,OIR,OIR,vajrayana,mongol
2748,Jianchang,AYU,REB,animism,yi
2749,Tikhvin,TEU,TEU,catholic,novgorodian
2750,Plovdiv,RUM,RUM,sunni,bulgarian
2751,Cuenca,CAS,CAS,catholic,castillian
2752,Romsdal,DAN,DAN,protestant,norwegian
2753,Narbonne,PRO,PRO,catholic,occitain
2754,La Mancha,CAS,CAS,catholic,castillian
2755,Soria,CAS,CAS,catholic,castillian
2756,Welayta,ETH,ETH,coptic,sidamo
2757,Kaffa,ETH,ETH,coptic,sidamo
2758,Illubabor,ETH,ETH,coptic,sidamo
2759,Gambela,ETH,ETH,coptic,sidamo
2760,Hadiya,ETH,ETH,coptic,sidamo
2761,Arsi,ETH,ETH,coptic,amhara
2762,Damot,ETH,ETH,coptic,amhara
2763,Asosa,ETH,ETH,coptic,amhara
2764,Ausa,ADA,ADA,sunni,afar
2765,Assab,ADA,ADA,sunni,afar
2766,Mendefera,ETH,ETH,coptic,tigray
2767,Enderta,ETH,ETH,coptic,tigray
2768,Angot,ETH,ETH,coptic,afar
2769,Lasta,ETH,ETH,coptic,amhara
2770,Agew,ETH,ETH,coptic,amhara
2771,Semien,ETH,ETH,coptic,amhara
2772,Dembiya,ETH,ETH,coptic,amhara
2773,Mora,ADA,ADA,sunni,harari
2774,Kismayo,AJU,AJU,sunni,somali
2775,Merca,AJU,AJU,sunni,somali
2776,Afgooye,AJU,AJU,sunni,somali
2777,Bardera,AJU,AJU,sunni,somali
2778,Werder,AJU,AJU,sunni,somali
2779,Afder,AJU,AJU,sunni,somali
2780,Beledweyne,AJU,AJU,sunni,somali
2781,Gedo,AJU,AJU,sunni,somali
2782,Warsheikh,AJU,AJU,sunni,somali
2783,Hobyo,AJU,AJU,sunni,somali
2784,Galkayo,AJU,AJU,sunni,somali
2785,El Buur,AJU,AJU,sunni,somali
2786,Bosaso,AJU,AJU,sunni,somali
2787,Hamasien,ETH,ETH,coptic,tigray
2788,Hafun,AJU,AJU,sunni,somali
2789,Las Khorey,AJU,AJU,sunni,somali
2790,Sanaag,AJU,AJU,sunni,somali
2791,Ankober,ETH,ETH,coptic,amhara
2792,Togdheer,AJU,AJU,sunni,somali
2793,Hargeisa,ADA,ADA,sunni,somali
2794,Barawa,AJU,AJU,sunni,somali
2795,Meregh,AJU,AJU,sunni,somali
2796,Pate,MLI,MLI,sunni,swahili
2797,Shendy,NUB,NUB,coptic,nubian
2798,Soba,ETH,ETH,coptic,nubian
2799,Sennar,ETH,ETH,coptic,nubian
2800,Waylula,YAO,YAO,coptic,nubian
2801,Medwa,YAO,YAO,shamanism,tunjur
2802,Kobbe,YAO,YAO,shamanism,tunjur
2803,Orinoco Delta,NONE,NONE,animism,carib
2804,Guasipati,NONE,NONE,animism,carib
2805,Uyapari,NONE,NONE,animism,carib
2806,Guajira,NONE,NONE,animism,guajiro
2807,Altagracia,NONE,NONE,animism,carib
2808,Coro,NONE,NONE,animism,guajiro
2809,Llanos,NONE,NONE,animism,guajiro
2810,Apure,NONE,NONE,animism,guajiro
2811,Atabapo,NONE,NONE,animism,guajiro
2812,Pore,NONE,NONE,animism,carib
2813,Merida,NONE,NONE,animism,carib
2814,Meta,NONE,NONE,animism,carib
2815,Puerto Carreno,NONE,NONE,animism,guajiro
2816,Guaviare,NONE,NONE,animism,guajiro
2817,Neiva,NONE,NONE,inti,muisca
2818,Popayan,NONE,NONE,inti,muisca
2819,Darien,NONE,NONE,animism,muisca
2820,Esmeraldas,CHM,CHM,inti,cara
2821,Piwra,CHM,CHM,inti,chimuan
2822,Tucume,CHM,CHM,inti,chimuan
2823,Moyobamba,CYA,CYA,inti,chachapoyan
2824,Wankapampa,CYA,CYA,inti,inca
2825,Pisqupampa,HJA,HJA,inti,inca
2826,Chimbote,CHM,CHM,inti,chimuan
2827,Huaraz,HJA,HJA,inti,inca
2828,Camana,NONE,NONE,inti,aimara
2829,Ayaviri,CSU,CSU,inti,aimara
2830,Quero,CSU,CSU,inti,inca
2831,Tiahuanaco,PCJ,PCJ,inti,aimara
2832,San Joaquin,NONE,NONE,animism,maipurean
2833,Madre de Dios,NONE,NONE,animism,maipurean
2834,Santa Cruz de la Sierra,NONE,NONE,animism,guarani
2835,Sucre,CRA,CRA,inti,aimara
2836,Tucuman,CRA,CRA,animism,diaguita
2837,Santa Catalina,PCJ,PCJ,inti,diaguita
2838,Tarija,CRA,CRA,inti,aimara
2839,Puna de Atacama,NONE,NONE,animism,diaguita
2840,Calama,NONE,NONE,animism,diaguita
2841,Antofagasta,NONE,NONE,animism,diaguita
2842,Santiago del Estero,NONE,NONE,animism,diaguita
2843,La Rioja,NONE,NONE,animism,huarpe
2844,Chepes,NONE,NONE,animism,huarpe
2845,San Juan,NONE,NONE,animism,huarpe
2846,Quisquisacate,C03,C03,catholic,castillian
2847,San Luis,NONE,NONE,animism,huarpe
2848,Santa Fe,C03,C03,catholic,castillian
2849,Rosario,C03,C03,catholic,castillian
2850,Montevideo,C03,C03,catholic,castillian
2851,Colonia,C03,C03,catholic,castillian
2852,Salto,NONE,NONE,animism,charruan
2853,Yapeyú,NONE,NONE,animism,guarani
2854,Chaco Central,NONE,NONE,animism,chacoan
2855,Misiones,NONE,NONE,animism,guarani
2856,Highveld,NONE,NONE,shamanism,nguni
2857,Rio Grande do Sul,NONE,NONE,animism,guarani
2858,Santiago,NONE,NONE,animism,guarani
2859,Itapúa,NONE,NONE,animism,guarani
2860,Querandi,NONE,NONE,animism,het
2861,Sauce,NONE,NONE,animism,het
2862,Coquimbo,NONE,NONE,animism,mapuche
2863,Rio Negro,NONE,NONE,animism,het
2864,Senqu,NONE,NONE,shamanism,khoisan
2865,Puelches,NONE,NONE,animism,het
2866,Olavarria,NONE,NONE,animism,het
2867,Chanar,NONE,NONE,animism,het
2868,San Antonio,NONE,NONE,animism,het
2869,Florida Blanca,NONE,NONE,animism,patagonian
2870,Tehuelmapu,NONE,NONE,animism,patagonian
2871,Poya,NONE,NONE,animism,patagonian
2872,Chiquiyami,NONE,NONE,animism,huarpe
2873,Chiloe,NONE,NONE,animism,mapuche
2874,Aysen,NONE,NONE,animism,patagonian
2875,Chubut,NONE,NONE,animism,patagonian
2876,Teush,NONE,NONE,animism,patagonian
2877,Mendoza,NONE,NONE,animism,huarpe
2878,Matara,NONE,NONE,animism,chacoan
2879,Santa Tecla,NONE,NONE,animism,guarani
2880,Griqualand,NONE,NONE,shamanism,khoisan
2881,Corumba,NONE,NONE,animism,maipurean
2882,Fuerte Borbon,NONE,NONE,animism,chacoan
2883,Melodia,NONE,NONE,animism,chacoan
2884,Povos das Missoes,NONE,NONE,animism,guarani
2885,Barra,NONE,NONE,animism,ge
2886,Parnaiba,NONE,NONE,animism,ge
2887,Santa Catarina,NONE,NONE,animism,guarani
2888,Cuiaba,NONE,NONE,animism,ge
2889,Rio Branco,NONE,NONE,animism,carib
2890,Marajó,NONE,NONE,animism,tupinamba
2891,Santo Antonio da Manga,GUA,GUA,animism,guarani
2892,Araxas,NONE,NONE,animism,ge
2893,Ofaie,NONE,NONE,animism,ge
2894,Sao Joao del Rei,NONE,NONE,animism,tupinamba
2895,Castro,NONE,NONE,animism,guarani
2896,Campinas,NONE,NONE,animism,tupinamba
2897,Araraquara,NONE,NONE,animism,ge
2898,Serro,NONE,NONE,animism,ge
2899,Vila Rica,NONE,NONE,animism,ge
2900,Guapore,NONE,NONE,animism,maipurean
2901,Cerejeiras,NONE,NONE,animism,maipurean
2902,Vila Bela,NONE,NONE,animism,guarani
2903,Caceres,NONE,NONE,animism,maipurean
2904,Diamantino,NONE,NONE,animism,carib
2905,Rio Das Mortes,NONE,NONE,animism,ge
2906,Ipora,NONE,NONE,animism,ge
2907,Vila Boa,NONE,NONE,animism,ge
2908,Arrial dos Couros,TPA,TPA,animism,tupinamba
2909,Conceicao,NONE,NONE,animism,ge
2910,Pontal,NONE,NONE,animism,ge
2911,Natividad,NONE,NONE,animism,ge
2912,Sergipe,POR,POR,catholic,portugese
2913,Jeremoabo,NONE,NONE,animism,ge
2914,Inhambupe,NONE,NONE,animism,ge
2915,Pambu,NONE,NONE,animism,ge
2916,Rio Contas,NONE,NONE,animism,tupinamba
2917,Paratinga,NONE,NONE,animism,ge
2918,Campo Largo,NONE,NONE,animism,ge
2919,Luziana,NONE,NONE,animism,ge
2920,Coxim,NONE,NONE,animism,ge
2921,Alagoas,POR,POR,catholic,portugese
2922,Borborema,POR,POR,catholic,portugese
2923,Pastos Bons,NONE,NONE,animism,ge
2924,Timon,NONE,NONE,animism,ge
2925,Parnagua,NONE,NONE,animism,ge
2926,Grajau,NONE,NONE,animism,ge
2927,Alcantara,NONE,NONE,animism,ge
2928,Tucurui,NONE,NONE,animism,tupinamba
2929,Para,NONE,NONE,animism,tupinamba
2930,Santarem,NONE,NONE,animism,tupinamba
2931,Pirara,NONE,NONE,animism,carib
2932,Wadai,YAO,YAO,shamanism,tunjur
2933,Barcelos,NONE,NONE,animism,carib
2934,Manaus,NONE,NONE,animism,tupinamba
2935,Muturu,NONE,NONE,animism,tupinamba
2936,Guyana,NONE,NONE,NONE,NONE
2937,Suriname,NONE,NONE,animism,carib
2938,Oiapoque,NONE,NONE,animism,guajiro
2939,Zaraza,NONE,NONE,animism,carib
2940,Chichas,PCJ,PCJ,inti,aimara
2941,Choquechaca,CRA,CRA,inti,aimara
2942,Charcas,CRA,CRA,inti,aimara
